Processed Card Product,Processed Card Scheme,Transaction amount,Rate percent,Rate amount
MK_Credit,Masterkard,198.91,1.5,3.0
Mastro,Masterkard,148.5,0.2,0.3
Mastro,Masterkard,38.57,0.2,0.1
Viza_Pay,VIZA,20.64,0.2,0.0
MK_Student,Masterkard,161.51,0.6,1.0
Carte_Rouge_Magnifique,Carte Rouge,32.43,0.3,0.1
Viza_Credit,VIZA,155.27,1.3,2.0
Mastro,Masterkard,100.25,0.2,0.2
Viza_Credit,VIZA,295.64,0.9,2.7
Viza_Pay,VIZA,129.09,0.2,0.3
Viza_Super,VIZA,797.95,2.3,18.4
Mastro,Masterkard,301.54,0.2,0.6
Carte_Rouge_Unique,Carte Rouge,64.0,0.9,0.6
Mastro,Masterkard,256.89,0.2,0.5
MK_Credit,Masterkard,426.98,1.5,6.4
Viza_Credit,VIZA,91.52,0.6,0.5
CP_Debit,ChinaPay,336.77,0.45,1.5
Viza_Pay,VIZA,325.25,0.2,0.7
VIZA_Debit,VIZA,131.9,0.6,0.8
MK_Debit,Masterkard,747.74,0.4,3.0
MK_Credit,Masterkard,199.33,1.4,2.8
CP_Debit,ChinaPay,519.1,0.6,3.1
Carte_Rouge_Unique,Carte Rouge,293.66,0.9,2.6
Viza_Super,VIZA,444.9,2.3,10.2
MK_Credit,Masterkard,46.73,1.2,0.6
Carte_Rouge_Unique,Carte Rouge,286.37,0.9,2.6
MK_Credit,Masterkard,113.51,1.5,1.7
CP_Debit,ChinaPay,117.31,0.45,0.5
Carte_Rouge_Magnifique,Carte Rouge,290.45,0.3,0.9
VIZA_Debit,VIZA,96.45,0.6,0.6
CP_Debit,ChinaPay,112.21,0.45,0.5
Mastro,Masterkard,18.05,0.2,0.0
Carte_Rouge_Magnifique,Carte Rouge,371.92,0.3,1.1
Carte_Rouge_Unique,Carte Rouge,149.7,0.9,1.3
Carte_Rouge_Magnifique,Carte Rouge,356.95,0.3,1.1
Carte_Rouge_Magnifique,Carte Rouge,307.51,0.3,0.9
Carte_Rouge_Magnifique,Carte Rouge,352.32,0.3,1.1
Carte_Rouge_Unique,Carte Rouge,304.42,0.9,2.7
Viza_Credit,VIZA,109.46,1.3,1.4
Carte_Rouge_Magnifique,Carte Rouge,126.16,0.3,0.4
Carte_Rouge_Magnifique,Carte Rouge,112.81,0.3,0.3
CP_QR,ChinaPay,366.04,2.0,7.3
Viza_Super,VIZA,245.27,2.3,5.6
VIZA_Debit,VIZA,72.09,0.8,0.6
Viza_Credit,VIZA,260.1,0.6,1.6
MK_Debit,Masterkard,270.78,0.4,1.1
MK_Debit,Masterkard,273.48,0.5,1.4
Viza_Super,VIZA,105.0,2.3,2.4
Carte_Rouge_Unique,Carte Rouge,93.79,0.9,0.8
VIZA_Debit,VIZA,108.98,0.6,0.7
Carte_Rouge_Magnifique,Carte Rouge,499.96,0.3,1.5
Viza_Credit,VIZA,322.35,0.6,1.9
MK_Debit,Masterkard,292.96,0.4,1.2
CP_Debit,ChinaPay,517.73,0.45,2.3
MK_Credit,Masterkard,96.81,1.2,1.2
Viza_Pay,VIZA,174.84,0.2,0.3
Mastro,Masterkard,278.22,0.2,0.6
Viza_Credit,VIZA,24.51,0.6,0.1
MK_Student,Masterkard,194.26,0.8,1.6
Mastro,Masterkard,130.59,0.2,0.3
VIZA_Debit,VIZA,138.42,0.8,1.1
Carte_Rouge_Unique,Carte Rouge,98.58,0.9,0.9
Carte_Rouge_Magnifique,Carte Rouge,304.28,0.3,0.9
Viza_Credit,VIZA,249.65,0.9,2.2
VIZA_Debit,VIZA,13.67,0.6,0.1
MK_Credit,Masterkard,265.76,1.5,4.0
Viza_Credit,VIZA,220.42,1.3,2.9
Viza_Pay,VIZA,173.96,0.2,0.3
CP_Debit,ChinaPay,170.63,0.45,0.8
CP_Credit,ChinaPay,454.2,1.4,6.4
Viza_Credit,VIZA,153.07,0.9,1.4
CP_Credit,ChinaPay,45.3,1.2,0.5
Mastro,Masterkard,243.74,0.2,0.5
Viza_Credit,VIZA,34.76,0.6,0.2
Carte_Rouge_Unique,Carte Rouge,190.85,0.9,1.7
CP_QR,ChinaPay,113.85,2.0,2.3
CP_Credit,ChinaPay,97.04,1.4,1.4
MK_Debit,Masterkard,111.37,0.4,0.4
MK_Debit,Masterkard,15.37,0.5,0.1
Carte_Rouge_Unique,Carte Rouge,213.74,0.9,1.9
Mastro,Masterkard,17.89,0.2,0.0
CP_Credit,ChinaPay,91.75,1.2,1.1
MK_Debit,Masterkard,200.48,0.5,1.0
MK_Credit,Masterkard,61.81,1.5,0.9
Carte_Rouge_Unique,Carte Rouge,13.41,0.9,0.1
Viza_Pay,VIZA,160.66,0.2,0.3
Carte_Rouge_Unique,Carte Rouge,129.35,0.9,1.2
CP_Debit,ChinaPay,197.33,0.6,1.2
Mastro,Masterkard,89.79,0.2,0.2
Viza_Credit,VIZA,40.55,0.6,0.2
CP_Debit,ChinaPay,251.55,0.6,1.5
CP_QR,ChinaPay,1.26,2.0,0.0
CP_QR,ChinaPay,430.21,2.0,8.6
Viza_Pay,VIZA,34.73,0.2,0.1
MK_Student,Masterkard,241.33,0.6,1.4
MK_Credit,Masterkard,342.18,1.5,5.1
Viza_Pay,VIZA,255.62,0.2,0.5
CP_Credit,ChinaPay,61.41,1.2,0.7
CP_QR,ChinaPay,101.45,2.0,2.0
VIZA_Debit,VIZA,3.95,0.6,0.0
CP_QR,ChinaPay,182.73,2.0,3.7
Carte_Rouge_Unique,Carte Rouge,133.46,0.9,1.2
Viza_Pay,VIZA,155.62,0.2,0.3
MK_Debit,Masterkard,137.83,0.5,0.7
MK_Student,Masterkard,33.93,0.6,0.2
Viza_Super,VIZA,77.11,2.0,1.5
VIZA_Debit,VIZA,55.49,0.8,0.4
VIZA_Debit,VIZA,111.62,0.8,0.9
Carte_Rouge_Unique,Carte Rouge,9.13,0.9,0.1
Carte_Rouge_Unique,Carte Rouge,73.99,0.9,0.7
Viza_Super,VIZA,64.89,2.3,1.5
Viza_Super,VIZA,3.81,2.3,0.1
MK_Credit,Masterkard,55.56,1.4,0.8
MK_Debit,Masterkard,469.36,0.5,2.3
MK_Credit,Masterkard,292.93,1.4,4.1
Viza_Credit,VIZA,574.53,0.6,3.4
Viza_Pay,VIZA,439.1,0.2,0.9
CP_Debit,ChinaPay,219.06,0.45,1.0
Carte_Rouge_Unique,Carte Rouge,658.04,0.9,5.9
Carte_Rouge_Magnifique,Carte Rouge,44.58,0.3,0.1
CP_QR,ChinaPay,348.25,2.0,7.0
VIZA_Debit,VIZA,124.04,0.6,0.7
MK_Debit,Masterkard,54.4,0.4,0.2
CP_Credit,ChinaPay,528.08,1.4,7.4
MK_Credit,Masterkard,387.73,1.4,5.4
CP_Debit,ChinaPay,118.5,0.45,0.5
Carte_Rouge_Unique,Carte Rouge,163.74,0.9,1.5
CP_Debit,ChinaPay,393.05,0.6,2.4
VIZA_Debit,VIZA,151.27,0.8,1.2
MK_Debit,Masterkard,267.28,0.5,1.3
Viza_Super,VIZA,112.65,2.3,2.6
CP_Credit,ChinaPay,136.33,1.4,1.9
MK_Debit,Masterkard,504.1,0.5,2.5
Carte_Rouge_Unique,Carte Rouge,442.16,0.9,4.0
Viza_Pay,VIZA,59.66,0.2,0.1
MK_Debit,Masterkard,300.99,0.4,1.2
CP_Credit,ChinaPay,60.64,1.4,0.8
CP_Credit,ChinaPay,338.32,1.4,4.7
CP_Credit,ChinaPay,28.24,1.4,0.4
Carte_Rouge_Magnifique,Carte Rouge,89.8,0.3,0.3
Carte_Rouge_Magnifique,Carte Rouge,112.41,0.3,0.3
CP_Debit,ChinaPay,95.71,0.45,0.4
CP_Credit,ChinaPay,101.84,1.4,1.4
CP_Credit,ChinaPay,514.44,1.4,7.2
MK_Credit,Masterkard,313.92,1.4,4.4
MK_Debit,Masterkard,102.81,0.4,0.4
Viza_Credit,VIZA,222.68,0.6,1.3
Carte_Rouge_Magnifique,Carte Rouge,113.81,0.3,0.3
CP_Credit,ChinaPay,99.97,1.2,1.2
MK_Student,Masterkard,128.74,0.6,0.8
CP_Debit,ChinaPay,296.51,0.45,1.3
CP_Debit,ChinaPay,220.85,0.45,1.0
Viza_Super,VIZA,185.51,2.3,4.3
Viza_Pay,VIZA,190.33,0.2,0.4
Carte_Rouge_Unique,Carte Rouge,279.11,0.9,2.5
CP_QR,ChinaPay,70.58,2.0,1.4
CP_Credit,ChinaPay,366.05,1.4,5.1
MK_Credit,Masterkard,53.43,1.4,0.7
Carte_Rouge_Magnifique,Carte Rouge,122.98,0.3,0.4
Viza_Pay,VIZA,71.8,0.2,0.1
CP_QR,ChinaPay,446.77,2.0,8.9
Viza_Credit,VIZA,262.31,1.3,3.4
Viza_Super,VIZA,560.31,2.0,11.2
Viza_Credit,VIZA,184.66,1.3,2.4
MK_Student,Masterkard,269.93,0.8,2.2
Viza_Credit,VIZA,239.75,0.6,1.4
MK_Credit,Masterkard,0.29,1.4,0.0
MK_Debit,Masterkard,105.14,0.5,0.5
CP_Credit,ChinaPay,588.67,1.2,7.1
Viza_Super,VIZA,263.17,2.0,5.3
Viza_Super,VIZA,151.02,2.0,3.0
MK_Credit,Masterkard,408.47,1.2,4.9
Viza_Super,VIZA,225.2,2.3,5.2
VIZA_Debit,VIZA,174.27,0.8,1.4
CP_QR,ChinaPay,105.58,2.0,2.1
Viza_Pay,VIZA,188.32,0.2,0.4
MK_Debit,Masterkard,153.46,0.5,0.8
MK_Credit,Masterkard,99.21,1.2,1.2
Carte_Rouge_Magnifique,Carte Rouge,143.56,0.3,0.4
CP_QR,ChinaPay,259.85,2.0,5.2
MK_Debit,Masterkard,254.91,0.4,1.0
Mastro,Masterkard,324.96,0.2,0.6
Carte_Rouge_Unique,Carte Rouge,8.75,0.9,0.1
MK_Credit,Masterkard,418.51,1.5,6.3
MK_Credit,Masterkard,121.34,1.5,1.8
MK_Credit,Masterkard,34.32,1.5,0.5
Mastro,Masterkard,86.74,0.2,0.2
VIZA_Debit,VIZA,36.6,0.8,0.3
Viza_Super,VIZA,195.25,2.0,3.9
CP_Debit,ChinaPay,259.83,0.6,1.6
CP_Credit,ChinaPay,177.45,1.2,2.1
VIZA_Debit,VIZA,25.1,0.6,0.2
Viza_Super,VIZA,577.29,2.3,13.3
Viza_Pay,VIZA,456.71,0.2,0.9
Carte_Rouge_Magnifique,Carte Rouge,15.66,0.3,0.0
Viza_Credit,VIZA,206.58,1.3,2.7
MK_Debit,Masterkard,155.42,0.4,0.6
Viza_Credit,VIZA,57.47,1.3,0.7
VIZA_Debit,VIZA,121.93,0.8,1.0
Carte_Rouge_Magnifique,Carte Rouge,237.2,0.3,0.7
VIZA_Debit,VIZA,53.29,0.8,0.4
Mastro,Masterkard,83.31,0.2,0.2
CP_Debit,ChinaPay,91.91,0.45,0.4
CP_Credit,ChinaPay,103.12,1.4,1.4
MK_Debit,Masterkard,133.5,0.4,0.5
Mastro,Masterkard,2.8,0.2,0.0
Viza_Credit,VIZA,98.27,0.6,0.6
Viza_Pay,VIZA,415.46,0.2,0.8
Viza_Pay,VIZA,92.41,0.2,0.2
Viza_Super,VIZA,236.8,2.0,4.7
Carte_Rouge_Unique,Carte Rouge,0.04,0.9,0.0
Viza_Credit,VIZA,112.08,0.6,0.7
MK_Debit,Masterkard,689.82,0.4,2.8
CP_Credit,ChinaPay,73.81,1.2,0.9
Viza_Pay,VIZA,116.92,0.2,0.2
MK_Credit,Masterkard,208.18,1.4,2.9
MK_Debit,Masterkard,30.84,0.5,0.2
Viza_Pay,VIZA,555.99,0.2,1.1
VIZA_Debit,VIZA,54.6,0.8,0.4
MK_Credit,Masterkard,400.67,1.5,6.0
MK_Credit,Masterkard,81.66,1.2,1.0
Carte_Rouge_Unique,Carte Rouge,729.64,0.9,6.6
Viza_Credit,VIZA,390.64,0.6,2.3
VIZA_Debit,VIZA,36.5,0.6,0.2
Carte_Rouge_Unique,Carte Rouge,175.66,0.9,1.6
MK_Debit,Masterkard,230.93,0.5,1.2
MK_Credit,Masterkard,270.92,1.5,4.1
Mastro,Masterkard,20.22,0.2,0.0
CP_QR,ChinaPay,194.5,2.0,3.9
CP_Debit,ChinaPay,292.28,0.6,1.8
Mastro,Masterkard,51.13,0.2,0.1
CP_Debit,ChinaPay,157.5,0.6,0.9
Viza_Credit,VIZA,99.06,0.9,0.9
Carte_Rouge_Unique,Carte Rouge,326.6,0.9,2.9
Carte_Rouge_Magnifique,Carte Rouge,179.15,0.3,0.5
MK_Debit,Masterkard,673.01,0.5,3.4
MK_Debit,Masterkard,450.07,0.4,1.8
VIZA_Debit,VIZA,254.72,0.8,2.0
MK_Student,Masterkard,267.29,0.8,2.1
CP_Credit,ChinaPay,287.84,1.4,4.0
CP_Debit,ChinaPay,81.61,0.6,0.5
MK_Student,Masterkard,262.37,0.6,1.6
CP_Debit,ChinaPay,630.28,0.45,2.8
Mastro,Masterkard,9.86,0.2,0.0
Mastro,Masterkard,18.66,0.2,0.0
CP_QR,ChinaPay,207.37,2.0,4.1
CP_Credit,ChinaPay,43.26,1.2,0.5
CP_Debit,ChinaPay,98.03,0.6,0.6
CP_Credit,ChinaPay,39.18,1.2,0.5
Viza_Super,VIZA,346.83,2.0,6.9
CP_Credit,ChinaPay,117.46,1.4,1.6
MK_Credit,Masterkard,31.23,1.2,0.4
VIZA_Debit,VIZA,561.37,0.8,4.5
VIZA_Debit,VIZA,51.0,0.8,0.4
VIZA_Debit,VIZA,464.95,0.8,3.7
CP_Debit,ChinaPay,118.34,0.6,0.7
Viza_Credit,VIZA,88.67,0.9,0.8
CP_QR,ChinaPay,359.89,2.0,7.2
MK_Student,Masterkard,235.92,0.8,1.9
Viza_Super,VIZA,477.48,2.3,11.0
CP_Debit,ChinaPay,23.68,0.45,0.1
Carte_Rouge_Unique,Carte Rouge,123.43,0.9,1.1
Carte_Rouge_Unique,Carte Rouge,386.97,0.9,3.5
Carte_Rouge_Unique,Carte Rouge,36.51,0.9,0.3
MK_Student,Masterkard,9.6,0.6,0.1
Viza_Credit,VIZA,210.39,1.3,2.7
Carte_Rouge_Magnifique,Carte Rouge,115.95,0.3,0.3
Viza_Pay,VIZA,17.87,0.2,0.0
MK_Student,Masterkard,347.73,0.6,2.1
Mastro,Masterkard,37.91,0.2,0.1
VIZA_Debit,VIZA,643.37,0.8,5.1
CP_Credit,ChinaPay,190.52,1.4,2.7
Mastro,Masterkard,8.11,0.2,0.0
Viza_Super,VIZA,172.11,2.3,4.0
Viza_Credit,VIZA,400.04,0.6,2.4
Viza_Credit,VIZA,184.88,0.9,1.7
CP_Credit,ChinaPay,461.76,1.4,6.5
MK_Debit,Masterkard,211.36,0.5,1.1
CP_QR,ChinaPay,55.75,2.0,1.1
VIZA_Debit,VIZA,61.46,0.8,0.5
Viza_Super,VIZA,46.2,2.0,0.9
MK_Credit,Masterkard,101.58,1.2,1.2
CP_QR,ChinaPay,238.07,2.0,4.8
Viza_Super,VIZA,664.55,2.3,15.3
Carte_Rouge_Unique,Carte Rouge,393.5,0.9,3.5
Viza_Super,VIZA,184.67,2.3,4.2
CP_Credit,ChinaPay,60.05,1.4,0.8
VIZA_Debit,VIZA,84.49,0.6,0.5
CP_Debit,ChinaPay,466.4,0.45,2.1
Viza_Pay,VIZA,201.55,0.2,0.4
CP_QR,ChinaPay,131.5,2.0,2.6
MK_Credit,Masterkard,10.63,1.2,0.1
CP_Debit,ChinaPay,229.53,0.45,1.0
Carte_Rouge_Magnifique,Carte Rouge,55.14,0.3,0.2
CP_Credit,ChinaPay,116.45,1.4,1.6
CP_QR,ChinaPay,415.85,2.0,8.3
Viza_Pay,VIZA,423.16,0.2,0.8
Viza_Pay,VIZA,485.21,0.2,1.0
Carte_Rouge_Magnifique,Carte Rouge,102.15,0.3,0.3
CP_Debit,ChinaPay,39.42,0.6,0.2
Viza_Credit,VIZA,51.56,0.6,0.3
VIZA_Debit,VIZA,168.54,0.6,1.0
Carte_Rouge_Unique,Carte Rouge,25.92,0.9,0.2
Mastro,Masterkard,627.87,0.2,1.3
CP_Credit,ChinaPay,6.38,1.2,0.1
MK_Student,Masterkard,280.7,0.6,1.7
Viza_Super,VIZA,166.28,2.0,3.3
Carte_Rouge_Magnifique,Carte Rouge,433.57,0.3,1.3
CP_Credit,ChinaPay,180.24,1.4,2.5
CP_Credit,ChinaPay,31.43,1.4,0.4
Mastro,Masterkard,211.52,0.2,0.4
Viza_Super,VIZA,208.15,2.0,4.2
Viza_Credit,VIZA,184.98,0.6,1.1
Carte_Rouge_Unique,Carte Rouge,148.22,0.9,1.3
CP_QR,ChinaPay,216.45,2.0,4.3
MK_Student,Masterkard,424.6,0.6,2.5
Carte_Rouge_Magnifique,Carte Rouge,264.36,0.3,0.8
Mastro,Masterkard,396.18,0.2,0.8
MK_Student,Masterkard,74.61,0.8,0.6
Viza_Credit,VIZA,0.56,0.9,0.0
MK_Debit,Masterkard,189.13,0.4,0.8
Carte_Rouge_Magnifique,Carte Rouge,345.25,0.3,1.0
Viza_Super,VIZA,290.61,2.3,6.7
Carte_Rouge_Magnifique,Carte Rouge,82.89,0.3,0.2
MK_Debit,Masterkard,181.91,0.5,0.9
MK_Credit,Masterkard,55.05,1.5,0.8
Mastro,Masterkard,197.1,0.2,0.4
CP_Credit,ChinaPay,84.23,1.2,1.0
CP_QR,ChinaPay,164.97,2.0,3.3
CP_Credit,ChinaPay,304.96,1.4,4.3
CP_Credit,ChinaPay,207.11,1.4,2.9
Mastro,Masterkard,68.54,0.2,0.1
CP_Credit,ChinaPay,807.82,1.4,11.3
Viza_Super,VIZA,21.66,2.3,0.5
Viza_Credit,VIZA,91.09,0.6,0.5
CP_Credit,ChinaPay,249.05,1.4,3.5
Carte_Rouge_Magnifique,Carte Rouge,546.67,0.3,1.6
MK_Credit,Masterkard,55.86,1.2,0.7
CP_Debit,ChinaPay,404.08,0.45,1.8
Viza_Super,VIZA,81.83,2.3,1.9
Viza_Credit,VIZA,65.52,0.6,0.4
MK_Credit,Masterkard,293.12,1.4,4.1
Carte_Rouge_Magnifique,Carte Rouge,674.89,0.3,2.0
MK_Debit,Masterkard,194.27,0.4,0.8
MK_Student,Masterkard,389.29,0.6,2.3
Carte_Rouge_Magnifique,Carte Rouge,74.98,0.3,0.2
CP_Debit,ChinaPay,217.73,0.6,1.3
Mastro,Masterkard,278.86,0.2,0.6
MK_Student,Masterkard,346.2,0.6,2.1
CP_QR,ChinaPay,268.94,2.0,5.4
MK_Student,Masterkard,487.83,0.8,3.9
Carte_Rouge_Unique,Carte Rouge,122.82,0.9,1.1
VIZA_Debit,VIZA,588.04,0.8,4.7
Viza_Credit,VIZA,497.73,0.9,4.5
CP_QR,ChinaPay,145.38,2.0,2.9
Carte_Rouge_Unique,Carte Rouge,452.17,0.9,4.1
Carte_Rouge_Unique,Carte Rouge,56.49,0.9,0.5
VIZA_Debit,VIZA,243.78,0.6,1.5
Carte_Rouge_Unique,Carte Rouge,124.38,0.9,1.1
Viza_Credit,VIZA,115.59,0.9,1.0
CP_QR,ChinaPay,38.77,2.0,0.8
Viza_Credit,VIZA,191.37,1.3,2.5
Mastro,Masterkard,10.02,0.2,0.0
CP_Credit,ChinaPay,22.63,1.2,0.3
CP_QR,ChinaPay,62.67,2.0,1.3
CP_Credit,ChinaPay,250.83,1.4,3.5
Carte_Rouge_Unique,Carte Rouge,583.48,0.9,5.3
Viza_Super,VIZA,273.82,2.3,6.3
VIZA_Debit,VIZA,50.68,0.8,0.4
CP_QR,ChinaPay,101.44,2.0,2.0
Mastro,Masterkard,125.95,0.2,0.3
VIZA_Debit,VIZA,93.39,0.6,0.6
CP_Credit,ChinaPay,545.85,1.4,7.6
CP_Credit,ChinaPay,61.34,1.2,0.7
VIZA_Debit,VIZA,151.51,0.8,1.2
MK_Student,Masterkard,9.7,0.6,0.1
Viza_Super,VIZA,210.14,2.0,4.2
Viza_Credit,VIZA,286.89,0.6,1.7
Viza_Credit,VIZA,217.19,1.3,2.8
CP_QR,ChinaPay,40.61,2.0,0.8
CP_Credit,ChinaPay,37.43,1.4,0.5
Carte_Rouge_Unique,Carte Rouge,362.97,0.9,3.3
CP_Credit,ChinaPay,237.67,1.4,3.3
Carte_Rouge_Magnifique,Carte Rouge,140.56,0.3,0.4
MK_Debit,Masterkard,55.72,0.4,0.2
MK_Debit,Masterkard,221.77,0.4,0.9
Viza_Credit,VIZA,547.38,1.3,7.1
Carte_Rouge_Unique,Carte Rouge,227.62,0.9,2.0
Carte_Rouge_Unique,Carte Rouge,149.49,0.9,1.3
MK_Debit,Masterkard,354.85,0.5,1.8
MK_Debit,Masterkard,129.55,0.5,0.6
CP_Credit,ChinaPay,42.18,1.2,0.5
VIZA_Debit,VIZA,204.33,0.6,1.2
Viza_Credit,VIZA,38.26,1.3,0.5
MK_Debit,Masterkard,386.89,0.4,1.5
MK_Debit,Masterkard,222.16,0.5,1.1
MK_Debit,Masterkard,214.77,0.5,1.1
Viza_Super,VIZA,122.1,2.0,2.4
VIZA_Debit,VIZA,58.41,0.6,0.4
Carte_Rouge_Unique,Carte Rouge,120.12,0.9,1.1
Carte_Rouge_Unique,Carte Rouge,348.13,0.9,3.1
Mastro,Masterkard,134.07,0.2,0.3
VIZA_Debit,VIZA,104.63,0.6,0.6
Viza_Pay,VIZA,147.68,0.2,0.3
VIZA_Debit,VIZA,200.41,0.8,1.6
Carte_Rouge_Magnifique,Carte Rouge,138.38,0.3,0.4
MK_Student,Masterkard,62.78,0.8,0.5
Viza_Credit,VIZA,128.09,0.6,0.8
Carte_Rouge_Unique,Carte Rouge,203.68,0.9,1.8
Viza_Super,VIZA,75.75,2.0,1.5
Viza_Credit,VIZA,86.9,1.3,1.1
Carte_Rouge_Magnifique,Carte Rouge,548.5,0.3,1.6
MK_Debit,Masterkard,287.75,0.4,1.2
Viza_Super,VIZA,127.46,2.3,2.9
CP_Credit,ChinaPay,413.56,1.4,5.8
Viza_Pay,VIZA,197.78,0.2,0.4
MK_Student,Masterkard,198.99,0.6,1.2
Mastro,Masterkard,109.02,0.2,0.2
MK_Debit,Masterkard,238.19,0.5,1.2
Viza_Super,VIZA,369.43,2.0,7.4
MK_Student,Masterkard,128.72,0.8,1.0
CP_Credit,ChinaPay,8.54,1.4,0.1
CP_QR,ChinaPay,55.64,2.0,1.1
MK_Credit,Masterkard,59.88,1.4,0.8
Viza_Credit,VIZA,273.71,1.3,3.6
MK_Debit,Masterkard,105.95,0.4,0.4
VIZA_Debit,VIZA,129.22,0.6,0.8
VIZA_Debit,VIZA,141.31,0.6,0.8
CP_Credit,ChinaPay,199.47,1.2,2.4
CP_Credit,ChinaPay,828.72,1.2,9.9
Viza_Super,VIZA,187.03,2.3,4.3
Viza_Pay,VIZA,148.03,0.2,0.3
CP_QR,ChinaPay,22.96,2.0,0.5
CP_QR,ChinaPay,215.21,2.0,4.3
CP_Debit,ChinaPay,26.71,0.45,0.1
Mastro,Masterkard,363.42,0.2,0.7
Viza_Pay,VIZA,278.52,0.2,0.6
CP_Credit,ChinaPay,131.45,1.2,1.6
Mastro,Masterkard,220.94,0.2,0.4
CP_Credit,ChinaPay,158.95,1.4,2.2
CP_QR,ChinaPay,465.34,2.0,9.3
MK_Debit,Masterkard,189.21,0.4,0.8
MK_Debit,Masterkard,306.79,0.5,1.5
MK_Debit,Masterkard,126.8,0.5,0.6
CP_Credit,ChinaPay,49.1,1.4,0.7
CP_QR,ChinaPay,287.62,2.0,5.8
CP_QR,ChinaPay,353.07,2.0,7.1
Mastro,Masterkard,13.81,0.2,0.0
Carte_Rouge_Unique,Carte Rouge,29.76,0.9,0.3
Viza_Super,VIZA,324.81,2.3,7.5
Viza_Super,VIZA,411.47,2.3,9.5
Carte_Rouge_Magnifique,Carte Rouge,371.31,0.3,1.1
CP_Credit,ChinaPay,132.0,1.4,1.8
Viza_Credit,VIZA,59.16,0.9,0.5
VIZA_Debit,VIZA,392.32,0.8,3.1
Viza_Pay,VIZA,65.84,0.2,0.1
MK_Debit,Masterkard,203.27,0.5,1.0
CP_QR,ChinaPay,209.02,2.0,4.2
MK_Student,Masterkard,153.05,0.6,0.9
CP_Debit,ChinaPay,104.05,0.6,0.6
Viza_Super,VIZA,58.74,2.3,1.4
CP_Credit,ChinaPay,60.49,1.4,0.8
MK_Student,Masterkard,644.41,0.6,3.9
Carte_Rouge_Unique,Carte Rouge,69.81,0.9,0.6
Carte_Rouge_Magnifique,Carte Rouge,103.08,0.3,0.3
Viza_Pay,VIZA,174.58,0.2,0.3
Viza_Pay,VIZA,86.57,0.2,0.2
MK_Student,Masterkard,82.85,0.6,0.5
VIZA_Debit,VIZA,225.57,0.8,1.8
MK_Credit,Masterkard,51.39,1.4,0.7
Viza_Super,VIZA,232.5,2.3,5.3
Carte_Rouge_Magnifique,Carte Rouge,208.84,0.3,0.6
Carte_Rouge_Magnifique,Carte Rouge,689.97,0.3,2.1
Carte_Rouge_Magnifique,Carte Rouge,293.48,0.3,0.9
MK_Debit,Masterkard,460.32,0.4,1.8
MK_Credit,Masterkard,56.22,1.4,0.8
VIZA_Debit,VIZA,189.08,0.6,1.1
Viza_Super,VIZA,83.0,2.0,1.7
Viza_Credit,VIZA,386.01,1.3,5.0
CP_Debit,ChinaPay,151.69,0.6,0.9
MK_Credit,Masterkard,237.59,1.2,2.9
Viza_Super,VIZA,224.81,2.3,5.2
Viza_Pay,VIZA,277.31,0.2,0.6
MK_Debit,Masterkard,276.83,0.4,1.1
Viza_Super,VIZA,248.56,2.0,5.0
Viza_Pay,VIZA,39.75,0.2,0.1
Carte_Rouge_Unique,Carte Rouge,351.07,0.9,3.2
Mastro,Masterkard,38.11,0.2,0.1
Viza_Credit,VIZA,118.37,0.6,0.7
CP_Debit,ChinaPay,38.65,0.45,0.2
MK_Credit,Masterkard,107.65,1.2,1.3
CP_Credit,ChinaPay,70.89,1.4,1.0
Viza_Super,VIZA,382.19,2.0,7.6
Mastro,Masterkard,190.55,0.2,0.4
Mastro,Masterkard,9.82,0.2,0.0
Viza_Credit,VIZA,407.91,0.9,3.7
Viza_Super,VIZA,235.35,2.0,4.7
Mastro,Masterkard,859.77,0.2,1.7
Carte_Rouge_Unique,Carte Rouge,195.41,0.9,1.8
Viza_Credit,VIZA,361.59,0.6,2.2
Viza_Credit,VIZA,151.16,1.3,2.0
MK_Student,Masterkard,13.34,0.6,0.1
MK_Student,Masterkard,372.28,0.6,2.2
Viza_Credit,VIZA,83.03,0.6,0.5
CP_QR,ChinaPay,242.87,2.0,4.9
Viza_Credit,VIZA,511.76,0.9,4.6
MK_Student,Masterkard,167.17,0.8,1.3
MK_Student,Masterkard,514.61,0.8,4.1
Viza_Credit,VIZA,102.61,1.3,1.3
Viza_Credit,VIZA,334.35,0.9,3.0
Carte_Rouge_Unique,Carte Rouge,105.52,0.9,0.9
MK_Credit,Masterkard,4.6,1.5,0.1
MK_Credit,Masterkard,149.66,1.2,1.8
Viza_Pay,VIZA,194.73,0.2,0.4
VIZA_Debit,VIZA,67.71,0.6,0.4
MK_Debit,Masterkard,90.05,0.5,0.5
Mastro,Masterkard,14.22,0.2,0.0
Mastro,Masterkard,335.43,0.2,0.7
Viza_Pay,VIZA,220.92,0.2,0.4
Mastro,Masterkard,117.58,0.2,0.2
MK_Debit,Masterkard,237.12,0.4,0.9
CP_Debit,ChinaPay,0.44,0.6,0.0
CP_QR,ChinaPay,303.16,2.0,6.1
CP_Debit,ChinaPay,29.56,0.45,0.1
MK_Debit,Masterkard,381.76,0.4,1.5
Viza_Credit,VIZA,60.84,1.3,0.8
CP_QR,ChinaPay,89.26,2.0,1.8
CP_Debit,ChinaPay,4.46,0.6,0.0
VIZA_Debit,VIZA,415.77,0.8,3.3
MK_Student,Masterkard,243.18,0.6,1.5
